generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
45000,Epidendrum_centropetalum,Epidendrum_magnoliae,2.00565,3.96766,-0.138298,1.29921,0
46000,Cattleya_hoehnei,Epidendrum_centropetalum,0,0.875731,-0.166444,0.017667,0
46000,Cattleya_hoehnei,Cattleya_ghillanyi,4.21832,2.31563,-0.227346,0.684933,0
46000,Cattleya_pumila,NA,6.424,0.286623,-0.340277,1.90101,0
46000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.35027,3.22791,-0.0876399,1.21087,0
47000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.51769,-0.20688,0.121187,0
47000,Cattleya_hoehnei,Cattleya_ghillanyi,3.98769,1.65632,-0.0914024,0.197502,0
47000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.62457,3.22175,-0.0553409,1.47373,0
47000,Cattleya_mooreana,NA,4.20672,1.26287,-0.168889,1.05291,0
48000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.14829,-0.16888,0.0872833,0
48000,Cattleya_araguaiensis,NA,4.84415,0.483,-0.0944372,2.8356,0
48000,Cattleya_hoehnei,Cattleya_ghillanyi,3.53726,3.65074,-0.220528,0.929665,0
48000,Cattleya_brevipedunculata,NA,4.09261,0.886297,0.0874656,1.10482,0
48000,Cattleya_brevipedunculata,NA,5.52876,1.22336,0.266398,0.966189,0
48000,Meiracyllium_trinasutum,NA,6.27288,5.19319,0.568995,2.28442,0
48000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.7027,6.62977,-0.327582,1.49579,0
49000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.4249,-0.203872,0.0311463,0
49000,Cattleya_hoehnei,Cattleya_ghillanyi,3.85209,2.9197,-0.336201,0.249857,0
49000,Cattleya_endsfeldzii,Cattleya_mirandae,5.49277,2.9726,-0.0767216,1.216,0
49000,Barkeria_whartoniana,NA,6.64542,12.2764,0.130191,0.0321502,0
49000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.75446,3.50871,-0.163696,0.947378,0
50000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.76442,-0.302072,0.00803705,0
