generation,N_shifts,logPrior,logLik,eventRate,acceptRate
737700,4,12.1746,-461.123,2.47181,0.41
737800,4,12.02,-460.011,4.86431,0.41625
737900,4,13.9024,-455.606,1.09066,0.426667
738000,5,14.8979,-456.516,2.90904,0.423
738100,5,16.9418,-455.282,1.22566,0.32
738200,5,14.3036,-458.264,2.66996,0.365
738300,5,14.0878,-459.691,2.5869,0.383333
738400,6,15.0541,-459.41,3.94411,0.395
738500,6,9.30245,-458.914,5.50669,0.402
738600,4,13.4893,-456.626,1.22943,0.416667
738700,4,12.7486,-459.742,2.16903,0.424286
738800,4,12.1165,-456.61,2.4733,0.4275
738900,4,12.777,-457.055,1.94853,0.434444
739000,3,9.89072,-466.586,1.73102,0.456217
739100,3,9.95832,-458.571,1.64619,0.43
739200,3,9.88362,-462.575,1.71791,0.4
739300,3,12.7159,-465.285,0.794812,0.403333
739400,2,9.70081,-464.744,1.24087,0.43
739500,2,8.90661,-460.833,1.4967,0.444
739600,2,4.10019,-462.7,4.26885,0.443333
739700,2,6.86813,-465.679,0.644493,0.451429
739800,2,6.26249,-464.36,2.36083,0.44125
739900,2,6.15436,-462.984,1.20587,0.441111
740000,5,16.2229,-456.902,2.64134,0.4568
740100,5,15.8385,-460.299,1.75939,0.53
740200,5,14.4742,-460.153,2.38429,0.45
740300,4,12.9795,-461.117,1.6282,0.446667
740400,5,13.152,-459.396,3.909,0.445
740500,4,13.4873,-456.108,2.34239,0.47
740600,4,12.8929,-457.72,2.52335,0.468333
740700,4,10.6659,-461.848,5.22171,0.472857
740800,4,14.3586,-457.478,1.18403,0.46625
740900,4,13.1923,-458.282,3.05583,0.468889
741000,2,7.30416,-460.502,2.75583,0.409
741100,2,8.93605,-461.131,1.14926,0.35
741200,2,7.42657,-462.174,1.47951,0.385
741300,3,10.8386,-464.357,2.36524,0.413333
741400,3,11.3321,-459.853,2.06609,0.43
741500,3,10.884,-460.032,1.46201,0.436
741600,3,7.86868,-464.751,3.46814,0.425
741700,3,10.4625,-459.123,1.81623,0.43
741800,3,9.58563,-461.45,1.02092,0.4325
741900,3,5.64549,-461.97,1.40451,0.433333
742000,3,11.7844,-455.419,1.42725,0.446167
742100,3,10.1113,-455.646,1.07127,0.44
742200,3,13.0229,-454.862,1.35468,0.405
742300,3,10.9853,-452.158,1.38841,0.453333
742400,3,10.2004,-456.23,3.15133,0.48
742500,3,10.9124,-452.199,1.51797,0.468
742600,3,10.9056,-452.878,2.44241,0.466667
742700,3,10.9765,-455.092,2.66021,0.464286
742800,3,10.9719,-456.028,1.88061,0.47
742900,3,11.6978,-456.74,1.4839,0.475556
743000,3,10.7889,-460.558,1.15668,0.473
743100,3,10.2285,-461.746,0.96171,0.47
743200,3,9.94294,-463.304,0.953269,0.45
743300,3,10.586,-465.772,2.27451,0.466667
743400,3,11.1873,-454.653,1.23504,0.495
743500,3,9.41642,-456.891,2.66456,0.484
743600,3,8.81486,-455.045,3.50582,0.463333
743700,4,10.4401,-455.174,1.47536,0.454286
743800,4,12.8659,-455.852,2.17344,0.44375
743900,4,11.2585,-456.399,2.37389,0.444444
744000,2,9.91443,-465.435,0.748058,0.4645
744100,2,8.31957,-467.481,1.68944,0.36
744200,2,8.52951,-463.959,1.08874,0.4
744300,2,5.41939,-462.008,2.21933,0.426667
744400,2,5.20775,-461.179,3.52925,0.4375
744500,2,7.23201,-460.879,1.56533,0.432
744600,2,8.10358,-462.725,0.751169,0.421667
744700,3,10.7064,-459.546,1.69223,0.435714
744800,3,9.89752,-459.308,2.69961,0.4475
744900,4,11.7246,-459.415,3.23376,0.454444
745000,2,5.73567,-458.332,1.37286,0.42225
745100,2,5.27836,-462.955,2.38808,0.47
745200,2,5.31326,-457.811,2.18906,0.425
745300,2,10.7187,-460.086,0.281899,0.433333
745400,2,6.96141,-458.472,1.06789,0.4275
745500,2,6.58227,-458.86,0.599804,0.422
745600,2,6.31913,-466.812,1.5693,0.418333
745700,2,7.44148,-465.652,0.990887,0.425714
745800,2,8.44373,-469.062,0.84416,0.42125
745900,2,5.7427,-465.739,2.77026,0.42
746000,2,8.57243,-463.532,1.36622,0.418
746100,2,8.18571,-462.713,1.05839,0.4
746200,2,7.23431,-464.728,2.01505,0.385
746300,2,7.07793,-462.606,1.89561,0.363333
746400,2,8.14997,-466.949,1.10604,0.36
746500,2,8.63802,-461.994,0.956025,0.364
746600,2,9.74129,-461.146,1.18164,0.366667
746700,3,10.4992,-461.215,3.1552,0.375714
746800,3,12.6866,-458.749,0.99074,0.37125
746900,3,12.5913,-456.155,0.851456,0.381111
747000,3,10.5572,-462.832,2.54439,0.388
747100,3,11.7647,-460.879,1.49158,0.4
747200,3,10.465,-463.635,3.43408,0.37
747300,3,13.2589,-461.482,1.20876,0.393333
747400,3,13.3061,-456.705,1.23976,0.4175
747500,3,12.3268,-457.004,1.85231,0.434
747600,3,10.825,-455.432,1.835,0.421667
747700,3,8.64861,-459.634,2.45908,0.412857
747800,3,10.2628,-459.308,0.862455,0.39
747900,3,11.869,-463.248,0.810382,0.4
748000,3,9.43618,-463.596,2.49437,0.401
748100,3,8.49936,-462.138,3.51774,0.3
748200,3,10.0143,-461.001,2.08587,0.345
748300,3,7.02679,-461.117,2.24248,0.353333
748400,3,9.7643,-460.975,1.37563,0.3625
748500,3,8.35929,-456.929,2.30483,0.374
748600,3,8.94859,-459.469,1.78045,0.358333
748700,4,10.5316,-461.504,2.42795,0.365714
748800,3,10.1202,-463.544,2.60212,0.36875
748900,3,10.5687,-460.996,2.15872,0.376667
749000,4,13.8033,-465.724,1.48889,0.389
749100,3,12.0383,-463.383,1.11804,0.51
749200,3,12.4395,-462.502,1.37184,0.495
749300,3,10.5688,-462.996,2.7048,0.47
749400,3,8.09889,-463.867,5.03172,0.49
749500,3,10.9639,-462.782,2.51562,0.486
749600,3,12.7967,-463.592,0.937201,0.488333
749700,3,9.86605,-460.868,2.99488,0.481429
749800,3,11.0465,-459.517,1.99226,0.47125
749900,3,12.1411,-459.949,1.54677,0.465556
750000,4,13.841,-461.849,3.8936,0.423143
750100,4,10.8421,-462.567,5.09454,0.54
750200,5,15.387,-461.844,2.29882,0.535
750300,4,10.0328,-464.103,2.6188,0.496667
750400,4,10.1322,-461.569,1.97465,0.4825
750500,3,7.93732,-458.764,2.23578,0.484
750600,3,8.33238,-460.996,1.39383,0.476667
750700,3,10.6184,-459.013,0.457082,0.472857
750800,3,9.17973,-461.682,2.22214,0.475
750900,4,10.1812,-460.903,2.37651,0.483333
751000,4,12.8188,-462.358,2.32665,0.488
751100,4,13.4081,-462.534,1.88851,0.55
751200,4,9.882,-464.245,2.96753,0.485
751300,3,10.7402,-462.613,1.32829,0.493333
751400,4,10.7642,-459.416,2.82588,0.4975
751500,3,10.862,-461.466,1.43208,0.48
751600,3,9.53769,-458.321,1.58309,0.475
751700,3,10.8994,-460.472,1.84146,0.458571
751800,3,10.7379,-461.362,2.1707,0.45
751900,3,9.73161,-463.287,3.65033,0.445556
752000,3,9.57169,-463.223,1.72878,0.455
752100,3,12.0522,-464.188,1.0969,0.44
752200,3,11.7229,-465.104,1.20165,0.44
752300,3,12.4533,-460.25,1.44362,0.49
752400,3,14.8224,-463.041,0.439683,0.495
752500,3,12.8692,-468.976,1.42995,0.498
752600,3,12.4378,-460.882,1.52327,0.503333
752700,3,14.4512,-461.113,0.758762,0.504286
752800,3,13.4396,-461.491,1.56143,0.495
752900,3,12.7482,-464.555,1.75538,0.487778
753000,3,11.6128,-461.817,3.79964,0.48
753100,2,9.74377,-460.475,0.812166,0.44
753200,2,5.22961,-463.236,5.12278,0.445
753300,2,8.01295,-461.404,2.4405,0.45
753400,2,9.538,-463.548,1.60086,0.475
753500,2,7.78269,-461.51,3.59903,0.47
753600,2,9.71967,-463.807,0.45095,0.453333
753700,2,9.39673,-464.384,0.401321,0.451429
753800,2,9.04877,-465.163,1.77866,0.44875
753900,3,9.7044,-458.281,0.751886,0.448889
754000,3,11.3455,-461.414,1.05338,0.4626
754100,3,12.5864,-460.968,0.849397,0.48
754200,3,10.9215,-466.799,1.32198,0.54
754300,3,10.49,-464.441,0.990926,0.536667
754400,3,8.22444,-470.005,2.60531,0.5325
754500,3,9.66081,-462.474,1.96462,0.502
754600,3,9.52081,-464.182,0.742651,0.486667
754700,2,4.82591,-470.539,1.0548,0.48
754800,2,5.21249,-466.214,0.895365,0.48375
754900,2,4.25485,-465.371,1.64069,0.476667
755000,2,5.96025,-464.506,1.82762,0.471
755100,3,8.35257,-465.71,1.73706,0.46
755200,2,8.34545,-464.792,1.02485,0.44
755300,3,10.9551,-466.606,0.380199,0.446667
755400,3,12.196,-464.552,0.593018,0.465
755500,2,7.57516,-464.454,1.33628,0.474
755600,2,8.16315,-467.945,1.41772,0.473333
755700,2,7.69925,-465.001,1.7441,0.471429
755800,2,7.4355,-462.706,2.5059,0.48
755900,2,6.87316,-465.376,0.874196,0.477778
756000,2,8.8982,-464.243,0.214095,0.483
756100,3,9.79169,-463.55,2.09926,0.51
756200,3,10.8367,-460.402,1.76774,0.45
756300,2,7.50308,-461.678,1.30983,0.453333
756400,2,9.09602,-461.661,0.363,0.445
756500,2,7.46799,-459.282,1.83077,0.436
756600,2,5.88951,-462.345,3.26403,0.428333
756700,2,6.88458,-461.615,2.05731,0.438571
756800,2,8.63572,-466.449,0.841683,0.44375
756900,2,7.74206,-463.427,1.13269,0.44
757000,2,9.9066,-463.259,0.601692,0.453923
757100,2,7.69814,-461.891,2.41282,0.44
757200,2,8.50785,-463.917,1.40914,0.445
757300,2,8.96149,-463.823,0.690712,0.41
757400,2,6.96677,-463.229,1.98989,0.4125
757500,2,7.80405,-463.163,1.35419,0.43
757600,2,8.88,-464.271,1.19022,0.431667
757700,2,8.51923,-462.274,1.12186,0.432857
757800,2,9.14428,-466.743,2.31052,0.44875
757900,2,8.75164,-462.866,2.72341,0.457778
758000,2,8.13946,-458.35,1.52927,0.433
758100,2,8.14793,-458.403,1.14399,0.32
758200,2,8.41356,-459.011,0.633367,0.34
758300,2,7.27067,-459.611,2.33091,0.366667
758400,2,8.93273,-461.621,1.19622,0.4025
758500,3,12.3146,-461.988,1.7148,0.372
758600,4,11.6334,-458.782,2.59281,0.383333
758700,3,10.3192,-459.928,2.16802,0.405714
758800,2,7.93626,-462.649,0.423781,0.4125
758900,2,6.80768,-462.004,1.81907,0.403333
759000,3,8.19139,-468.805,3.64754,0.435286
759100,4,10.3446,-470.027,2.86447,0.53
759200,4,11.108,-470.135,2.89354,0.525
759300,3,11.4067,-465.199,1.05709,0.533333
759400,3,11.9963,-468.017,0.397878,0.555
759500,3,10.0223,-465.895,3.20813,0.562
759600,3,11.7598,-463.718,1.78289,0.538333
759700,2,7.58485,-464.801,0.84894,0.52
759800,2,8.1459,-466.134,1.01598,0.51
759900,2,5.32267,-462.891,3.79677,0.501111
760000,3,9.44385,-465.689,2.37531,0.481333
760100,3,10.2508,-470.558,1.24076,0.37
760200,3,8.79923,-465.875,2.65838,0.4
760300,4,10.4372,-462.153,4.7123,0.416667
760400,3,10.5149,-460.735,2.19273,0.4175
760500,3,11.4114,-467.225,1.11406,0.414
760600,3,11.0729,-464.549,1.24703,0.406667
760700,3,9.94123,-463.336,1.84176,0.405714
760800,2,7.22601,-467.416,2.58852,0.39625
760900,2,7.62795,-463.539,1.55186,0.396667
761000,2,7.57738,-461.299,1.6716,0.4
761100,2,7.86435,-462.05,1.04471,0.32
761200,2,8.12589,-465.342,0.890664,0.375
761300,2,5.36054,-467.238,3.15356,0.393333
761400,3,10.4298,-464.066,1.30314,0.4
761500,3,9.08011,-462.589,1.94372,0.424
761600,2,7.18084,-464.983,1.1051,0.431667
761700,2,4.88415,-466.628,0.714958,0.434286
761800,3,10.2147,-471.136,1.88584,0.4225
761900,2,8.21605,-466.751,0.833165,0.427778
762000,4,15.642,-459.688,2.47133,0.43725
762100,4,14.6429,-458.356,3.24387,0.44
762200,2,8.71184,-463.375,0.977949,0.47
762300,3,10.5486,-461.051,1.86417,0.46
762400,3,12.448,-458.828,0.499938,0.475
762500,3,11.7329,-459.61,1.21972,0.464
762600,3,12.0877,-458.868,1.94206,0.445
762700,3,10.7259,-457.344,1.27391,0.444286
762800,3,11.9937,-457.936,1.45173,0.455
762900,3,11.9424,-458.788,2.28039,0.461111
763000,3,12.0756,-457.174,2.12673,0.469
763100,3,11.9138,-459.382,0.764903,0.48
763200,3,8.69328,-460.317,2.00224,0.48
763300,3,7.48814,-461.966,1.6054,0.453333
763400,3,5.78014,-455.964,2.51409,0.47
763500,4,7.56853,-457.914,2.37803,0.464
763600,4,4.21598,-460.796,4.54201,0.48
763700,4,11.6228,-459.642,2.60675,0.482857
763800,4,11.7029,-459.145,2.14702,0.4675
763900,4,11.7428,-461.501,2.26617,0.458889
764000,3,8.48864,-460.873,1.73232,0.455
764100,2,4.93366,-459.092,1.05274,0.5
764200,2,4.80903,-459.85,1.49277,0.425
764300,2,2.87041,-459.705,0.880572,0.426667
764400,2,2.03698,-464.316,2.02739,0.4375
764500,3,0.425405,-460.516,2.22208,0.45
764600,3,2.29162,-460.34,2.78586,0.441667
764700,3,1.98104,-461.816,1.74805,0.44
764800,2,2.61071,-460.971,1.02056,0.45
764900,3,6.19798,-455.57,0.938052,0.458889
765000,3,8.17154,-459.242,1.71765,0.439
765100,3,10.4431,-460.149,1.46701,0.59
765200,3,10.852,-459.452,1.24666,0.565
765300,3,11.4093,-462.297,0.573766,0.54
765400,3,8.13126,-458.623,3.03707,0.5675
765500,3,11.0309,-460.088,1.7116,0.55
765600,3,9.90043,-461.078,2.74077,0.538333
765700,3,10.1758,-462.36,0.715006,0.535714
765800,3,11.0494,-459.938,1.37843,0.5225
765900,3,11.27,-463.428,1.09056,0.518889
766000,2,10.1993,-461.867,0.748386,0.4661
766100,2,10.6191,-464.051,0.573888,0.49
766200,2,9.77794,-464.349,0.969392,0.435
766300,2,8.01491,-463.676,1.31883,0.426667
766400,2,10.0593,-462.674,1.06572,0.455
766500,2,6.43745,-460.015,1.57405,0.46
766600,2,5.81315,-460.501,1.0511,0.45
766700,3,9.35904,-461.339,2.35515,0.451429
766800,3,3.89272,-462.124,4.36701,0.455
766900,3,10.2531,-465.3,1.4755,0.465556
767000,3,9.96565,-463.359,3.32716,0.473
767100,3,7.97227,-463.895,1.76876,0.51
767200,3,11.1167,-461.343,2.47895,0.5
767300,3,10.5098,-462.348,3.90639,0.49
767400,2,10.67,-460.849,0.6088,0.5025
767500,2,9.38419,-460.414,1.18106,0.482
767600,2,6.77867,-461.31,3.49075,0.478333
767700,2,10.2334,-460.934,0.198088,0.464286
767800,2,8.08824,-461.873,1.6018,0.465
767900,2,7.8338,-468.419,0.988898,0.464444
768000,2,11.1592,-459.915,0.476724,0.481
768100,2,10.5476,-458.872,0.795157,0.45
768200,2,9.25116,-460.523,0.951086,0.465
768300,2,9.11403,-460.382,0.539324,0.466667
768400,2,9.24637,-461.842,0.540628,0.4675
768500,2,9.46915,-463.366,0.906254,0.488
768600,2,9.89033,-465.965,0.259225,0.481667
768700,2,8.92719,-463.998,0.850465,0.478571
768800,2,4.54083,-461.929,4.2436,0.47
768900,2,7.42525,-462.435,2.44055,0.467778
769000,2,8.84875,-462.758,0.566625,0.462
769100,2,8.57712,-463.465,1.14043,0.39
769200,2,6.47343,-460.074,2.88609,0.435
769300,2,7.50293,-461.611,1.50327,0.463333
769400,2,7.19656,-462.529,1.11725,0.4675
769500,2,7.44515,-462.492,2.0193,0.47
769600,3,7.88988,-462.959,1.61905,0.468333
769700,3,10.418,-457.9,2.27886,0.465714
769800,3,9.92297,-454.585,1.89742,0.46
769900,3,9.14563,-454.107,1.19896,0.448889
770000,3,9.9988,-452.919,2.11276,0.441
770100,3,9.41094,-453.869,2.41047,0.37
770200,3,11.1992,-453.846,1.6631,0.39
770300,3,11.5437,-456.833,0.499857,0.413333
770400,3,10.7435,-454.641,1.33988,0.4225
770500,3,11.5501,-452.566,1.35113,0.448
770600,3,8.75908,-455.243,4.22126,0.453333
770700,3,11.6664,-454.442,1.20807,0.458571
770800,4,12.606,-452.797,3.35805,0.46
770900,5,15.8783,-453.829,2.1499,0.463333
771000,2,7.85085,-462.283,1.39449,0.4755
771100,2,8.3543,-462.538,0.691009,0.49
771200,2,6.98402,-466.822,2.01688,0.49
771300,2,5.88502,-462.177,1.23852,0.51
771400,2,6.15844,-459.468,1.12393,0.505
771500,2,6.09899,-460.238,0.717338,0.492
771600,3,8.64059,-461.004,1.74893,0.483333
771700,3,7.69101,-462.374,1.33532,0.475714
771800,2,5.72767,-461.879,1.76658,0.475
771900,2,8.69895,-460.832,0.492626,0.47
772000,2,8.57342,-462.36,1.23555,0.46
772100,2,7.19491,-465.507,1.21048,0.41
772200,2,7.91203,-465.466,0.655407,0.43
772300,3,7.48273,-463.515,1.90238,0.436667
772400,3,8.73394,-464.624,4.55301,0.455
772500,2,10.0294,-464.286,0.650598,0.464
772600,2,8.30731,-467.045,2.27291,0.466667
772700,2,8.32624,-464.28,2.26587,0.47
772800,2,8.46064,-462.503,2.15612,0.47375
772900,2,6.29327,-461.361,4.11786,0.474444
773000,3,10.9204,-459.388,2.36238,0.475
773100,3,11.6683,-458.846,1.88057,0.4
773200,3,12.6351,-458.013,0.882559,0.425
773300,3,11.3223,-453.631,2.59487,0.43
773400,3,10.6899,-454.155,1.97429,0.4275
773500,3,11.1662,-459.241,1.51217,0.426
773600,3,11.3137,-457.515,1.51971,0.435
773700,4,14.7282,-459.429,1.34959,0.435714
773800,4,13.6123,-457.52,1.7963,0.43375
773900,4,13.1396,-457.94,2.44771,0.433333
774000,4,11.4692,-461.513,3.02816,0.438
774100,4,12.4443,-459.8,0.780566,0.45
774200,5,12.7078,-457.724,1.25757,0.415
774300,4,11.6296,-456.914,2.46983,0.436667
774400,4,12.0285,-455.703,2.72418,0.4525
774500,4,12.9437,-458.536,2.81855,0.448
774600,3,10.7166,-454.851,1.03265,0.44
774700,3,8.74929,-453.303,1.79985,0.442857
774800,3,6.73281,-455.122,3.62444,0.44875
774900,3,10.8152,-455.08,0.460344,0.448889
775000,4,13.0381,-457.805,2.70286,0.4755
775100,3,9.76414,-454.994,3.09918,0.4
775200,3,7.55295,-454.086,4.47227,0.41
775300,3,7.81835,-454.566,4.14972,0.436667
775400,3,11.8365,-455.877,0.444267,0.4375
775500,3,8.82968,-461.029,1.2525,0.444
775600,3,7.35775,-455.109,2.62651,0.448333
775700,3,6.61532,-455.238,3.84131,0.437143
775800,3,8.47061,-455.228,1.70937,0.43375
775900,3,6.95339,-455.663,2.55278,0.42
776000,3,8.16816,-461.345,2.16228,0.434
776100,3,8.18241,-459.772,1.8583,0.4
776200,3,6.67414,-461.664,2.81243,0.365
776300,3,8.84346,-461.377,0.479085,0.413333
776400,2,5.37217,-468.388,2.10555,0.41
776500,2,5.53958,-464.423,2.18033,0.422
776600,2,6.56497,-463.495,0.754504,0.415
776700,2,4.70126,-465.907,2.85998,0.412857
776800,3,8.48934,-462.557,2.70285,0.42125
776900,3,10.3227,-461.696,1.77336,0.427778
777000,3,9.0345,-461.914,2.25162,0.425
777100,3,8.64706,-464.594,0.99407,0.44
777200,3,10.2501,-462.992,2.7487,0.505
777300,2,7.65551,-461.724,1.28535,0.483333
777400,2,8.25369,-462.499,0.43593,0.475
777500,2,8.27798,-462.109,1.22159,0.458
777600,3,12.308,-463.182,1.0077,0.463333
777700,2,5.56538,-464.21,2.4443,0.461429
777800,2,8.97086,-463.473,0.571231,0.455
777900,2,7.54172,-464.493,2.94445,0.454444
778000,3,8.00202,-453.155,1.58671,0.438
778100,4,6.70018,-452.645,2.73041,0.54
778200,4,3.50198,-455.643,3.46043,0.49
778300,4,8.36034,-454.4,0.929769,0.486667
778400,4,11.1311,-453.795,2.90725,0.505
778500,4,7.04516,-454.956,3.71893,0.502
778600,4,9.69669,-453.534,3.17802,0.505
778700,4,10.4394,-453.96,2.7799,0.502857
778800,5,13.6981,-456.348,3.10127,0.4875
778900,5,11.7519,-456.95,1.97126,0.475556
779000,3,7.05475,-466.226,1.31343,0.453733
779100,3,10.3553,-467.441,1.96768,0.44
779200,3,9.1936,-469.183,2.03019,0.44
779300,3,9.75245,-469.566,1.94925,0.446667
779400,2,8.44205,-467.142,0.330213,0.445
779500,2,8.07142,-468.019,1.13545,0.442
779600,2,6.33856,-468.809,1.95474,0.445
779700,2,9.77545,-470.256,1.12978,0.454286
779800,2,8.61716,-464.947,1.01308,0.465
779900,2,7.54941,-465.076,2.23784,0.47
780000,3,10.3675,-461.242,1.28754,0.478
780100,3,12.2693,-465.708,2.75858,0.37
780200,3,14.3347,-464.291,1.07896,0.42
780300,3,12.1204,-461.042,3.10317,0.426667
780400,3,11.4814,-464.613,3.05146,0.435
780500,3,11.3652,-466.473,2.05952,0.452
780600,3,11.2764,-461.028,2.50461,0.45
780700,2,8.18102,-462.226,1.94571,0.45
780800,2,6.2306,-461.167,2.28424,0.44625
780900,2,7.37292,-462.497,1.23362,0.441111
781000,2,9.11988,-461.004,1.36884,0.479455
781100,2,9.53039,-459.684,1.12302,0.49
781200,2,9.76695,-460.274,1.35789,0.5
781300,2,7.12713,-460.096,0.528075,0.513333
781400,2,6.7199,-461.577,1.43251,0.4975
781500,2,10.8127,-459.603,0.315494,0.494
781600,2,10.0077,-461.442,0.543107,0.5
781700,3,7.32205,-458.525,3.94105,0.504286
781800,4,13.0846,-458.809,2.2949,0.49875
781900,4,16.1094,-460.057,1.98616,0.502222
782000,3,7.45787,-460.865,1.1375,0.476667
782100,2,7.24195,-461.982,1.0985,0.49
782200,2,6.31931,-464.489,3.38866,0.515
782300,2,5.66274,-459.845,0.733318,0.496667
782400,3,9.26431,-462.394,1.28366,0.485
782500,3,2.62397,-463.98,2.03255,0.482
782600,3,6.443,-464.849,3.54605,0.495
782700,4,4.51577,-463.568,2.80441,0.51
782800,4,8.1496,-467.439,1.33509,0.50375
782900,4,12.0636,-466.443,3.20245,0.503333
783000,2,7.33704,-463.151,1.87566,0.496
783100,2,7.7734,-463.442,1.1286,0.5
783200,2,7.25027,-465.219,2.73421,0.52
783300,2,8.6021,-467.119,1.63722,0.496667
783400,2,8.53806,-467.691,0.985043,0.4925
783500,2,7.88188,-471.565,1.14637,0.478
783600,2,6.88784,-471.582,0.836423,0.476667
783700,2,7.38668,-469.118,1.30474,0.472857
783800,2,9.68075,-467.844,1.54325,0.465
783900,2,10.6125,-466.994,0.606616,0.474444
784000,2,9.66591,-462.266,1.62409,0.497667
784100,2,8.79006,-461.799,1.90553,0.53
784200,2,8.60838,-462.045,0.474548,0.535
784300,2,9.79054,-462.472,0.759335,0.53
784400,2,8.04226,-464.17,2.41501,0.5125
784500,2,8.01216,-464.669,2.2924,0.496
784600,2,8.54747,-462.196,2.02198,0.491667
784700,3,11.3344,-459.527,2.64565,0.495714
784800,4,16.1194,-460.113,2.58193,0.4975
784900,4,16.2456,-462.232,1.80989,0.503333
785000,4,11.156,-456.983,1.44683,0.456875
785100,4,10.4096,-455.537,2.84621,0.48
785200,3,7.99812,-453.784,3.2943,0.46
785300,3,7.61046,-454.634,2.94164,0.44
785400,3,7.15161,-454.018,3.36014,0.455
785500,3,8.01506,-453.199,1.8724,0.484
785600,3,8.50632,-456.484,0.493341,0.471667
785700,3,8.22716,-453.12,1.68496,0.467143
785800,3,7.72501,-456.354,1.98705,0.46625
785900,4,12.5632,-456.922,2.84531,0.458889
786000,2,9.75321,-460.123,1.69298,0.436
786100,3,12.1572,-456.95,0.931429,0.31
786200,3,9.8563,-457.386,0.155169,0.38
786300,3,8.65457,-462.617,3.12755,0.383333
786400,2,9.6171,-466.625,0.839507,0.41
786500,2,8.04636,-460.746,0.849331,0.414
786600,2,7.77723,-462.034,2.97659,0.395
786700,2,9.91447,-461.026,1.06705,0.4
786800,2,7.34267,-461.888,3.47099,0.39875
786900,2,9.14129,-460,0.388795,0.404444
787000,2,3.59665,-459.661,3.35614,0.412
787100,2,7.13687,-459.848,1.80412,0.48
787200,2,4.23243,-459.625,3.70631,0.47
787300,2,5.79743,-463.756,1.08613,0.423333
787400,2,6.2121,-462.776,0.772856,0.4275
787500,2,8.18926,-462.877,0.83473,0.434
787600,2,9.25707,-460.95,0.230519,0.438333
787700,2,7.90071,-459.634,2.25647,0.437143
787800,3,9.47336,-462.978,2.55826,0.445
787900,2,8.40568,-463.602,2.93596,0.444444
788000,2,10.5877,-466.592,0.862601,0.4748
788100,2,8.23424,-466.405,1.67627,0.42
788200,2,10.1209,-463.695,0.838658,0.47
788300,2,7.49224,-464.735,2.72053,0.47
788400,2,6.97199,-462.49,3.94216,0.475
788500,3,12.6704,-464.552,1.8085,0.496
788600,4,15.0226,-460.289,1.32217,0.475
788700,4,12.3318,-464.412,2.42569,0.47
788800,4,11.0805,-461.275,1.41208,0.45875
788900,4,14.377,-461.453,2.08044,0.462222
789000,4,12.7414,-455.208,2.25613,0.44125
789100,5,15.2573,-458.558,3.70055,0.44
789200,4,13.8709,-455.155,1.80008,0.45
789300,4,12.8789,-458.493,3.09797,0.496667
789400,3,11.4535,-456.802,0.966726,0.4925
789500,3,8.93554,-454.456,2.11512,0.474
789600,3,6.1241,-454.047,4.39728,0.473333
789700,3,8.6882,-453.354,1.04128,0.477143
789800,3,9.58786,-454.85,1.1841,0.465
789900,3,8.55121,-455.323,1.32004,0.458889
790000,2,11.2244,-464.293,0.715423,0.432
790100,2,9.45112,-463.05,1.92889,0.4
790200,2,9.90177,-463.81,1.40871,0.415
790300,2,9.36415,-463.032,1.59956,0.39
790400,3,12.519,-466.033,1.36876,0.41
790500,2,9.99593,-467.342,0.698822,0.422
790600,2,9.56916,-463.54,0.462958,0.42
790700,2,2.7025,-463.459,2.39451,0.421429
790800,2,9.80294,-464.093,0.863977,0.42125
790900,3,10.4056,-463.752,1.82878,0.424444
791000,3,11.1313,-465.134,1.73779,0.462714
791100,3,13.0161,-461.871,0.897188,0.38
791200,3,11.0941,-460.298,2.07243,0.42
791300,3,11.6199,-461.054,2.28892,0.44
791400,3,9.421,-458.642,4.88361,0.4125
791500,3,12.5444,-458.281,1.5768,0.424
791600,3,13.1004,-457.093,1.59186,0.43
791700,3,13.3541,-458.553,1.04852,0.424286
791800,3,7.76233,-460.778,4.34751,0.43875
791900,3,12.2905,-464.923,1.55607,0.446667
792000,3,7.90141,-461.182,2.35744,0.447
792100,3,8.58296,-463.538,2.32992,0.37
792200,3,9.93374,-466.279,1.99246,0.41
792300,4,12.2134,-468.086,2.82954,0.416667
792400,2,6.39879,-468.682,2.26933,0.4175
792500,2,7.38782,-464.23,1.66979,0.412
792600,4,8.69259,-465.239,5.5305,0.433333
792700,4,11.0031,-467.785,2.17647,0.425714
792800,5,12.2015,-466.793,3.11883,0.43
792900,5,14.2052,-465.564,3.62246,0.447778
793000,4,12.7553,-467.004,1.43877,0.457
793100,4,12.4003,-467.526,1.73374,0.44
793200,3,9.60666,-465.698,1.19109,0.46
793300,2,5.27439,-465.403,3.00992,0.436667
793400,2,8.37262,-462.013,1.20417,0.4275
793500,3,9.81173,-462.555,1.43053,0.44
793600,2,9.38062,-458.23,1.80825,0.436667
793700,2,9.83581,-459.838,1.24668,0.434286
793800,3,10.761,-462.509,2.21076,0.43375
793900,3,13.5991,-458.45,0.806606,0.435556
794000,4,13.7153,-461.759,2.06721,0.437
794100,5,14.2837,-461.718,2.40292,0.44
794200,5,9.08398,-459.154,4.04052,0.475
794300,4,13.3339,-461.015,3.66777,0.48
794400,4,15.5009,-462.384,1.53172,0.48
794500,4,12.7208,-459.939,4.11588,0.472
794600,4,13.9751,-461.911,2.4266,0.47
794700,4,11.6168,-465.49,3.18881,0.471429
794800,4,12.5331,-458.475,2.66622,0.47
